country_name,channel_name,fiscal_year,constant_amount
Russia,U.S. Government - U.S. Agency for International Development,1999,222583345
Germany,U.S. Government - Other,1950,1312872975
South Africa,U.S. Government - Department of Health and Human Services,2013,166711223
Poland,U.S. Government - Department of Energy,2010,176438842
Turkey,U.S. Government - Other,1965,953951462
Egypt,U.S. Government - Other,1988,287108275
Kenya,Government of Kenya,2017,156105044
Korea Republic,U.S. Government - Department of Defense,1977,507914029
World,U.S. Government - Other,1989,274827773
World,U.S. Government - U.S. Agency for International Development,2000,215360577
Middle East and North Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2017,155598692
United Kingdom,U.S. Government - Other,1954,1148679245
World,U.S. Government - Department of Health and Human Services,2016,157735548
Ukraine,U.S. Government - Other,1995,232467393
World,U.S. Government - Other,1978,472681861
World,U.S. Government - Other,1994,237157185
World,U.S. Government - Department of Health and Human Services,2016,157338506
El Salvador,U.S. Government - Other,1983,327665800
France,U.S. Government - Other,1958,1033789330
World,U.S. Government - Department of Defense,2019,147557581
Egypt,U.S. Government - Other,1989,271325518
World,U.S. Government - U.S. Agency for International Development,2000,212731900
Greece,U.S. Government - Other,1951,1216181230
World,International Organisation for Migration,2009,173688463
Korea Republic,U.S. Government - Department of Defense,1972,708189533
Honduras,U.S. Government - Other,1985,304167679
Mali,U.S. Government - Millennium Challenge Corporation,2007,179210486
West Bank/Gaza,Government of West Bank/Gaza,2009,173430454
West Bank/Gaza,Government of West Bank/Gaza,2009,173430454
West Bank/Gaza,Government of West Bank/Gaza,2008,175438596
West Bank/Gaza,Government of West Bank/Gaza,2011,168577208
West Bank/Gaza,Government of West Bank/Gaza,2011,168577208
West Bank/Gaza,Government of West Bank/Gaza,2008,175438596
Afghanistan,Afghanistan Reconstruction Trust Fund,2020,144078379
Afghanistan,Afghanistan Reconstruction Trust Fund,2019,147015584
Israel,U.S. Government - Department of Defense,1973,677506775
Israel,U.S. Government - Department of Defense,1972,707213579
Israel,U.S. Government - Department of Defense,1972,707213579
Israel,U.S. Government - Department of Defense,1973,677506775
Iraq,"Development Alternatives, Inc.",2004,195618153
Iraq,U.S. Government - Department of Defense,2015,157463783
Iraq,U.S. Government - Department of Defense,2015,157463783
Egypt,U.S. Government - Other,1976,535905681
Egypt,Government of Egypt,2002,203970628
Egypt,Government of Egypt,2002,203970628
Marshall Islands,Government of Marshall Islands,1987,290585045
Pakistan,U.S. Government - Other,1984,313873195
World,International Organisation for Migration,2015,157463783
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2002,203970628
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2002,203970628
World,Partnership for Supply Chain Management,2009,173430454
Middle East and North Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2010,171959188
Sub-Saharan Africa Region,African Development Fund,2009,173430454
Sub-Saharan Africa Region,African Development Fund,2009,173430454
Afghanistan,United Nations Office for Project Services,2006,183876010
Israel,Government of Israel,2002,203857764
Israel,Government of Israel,2002,203857764
Iraq,Enterprise - Non United States Other,2007,178924436
World,U.S. Government - Department of State,2017,153131158
Korea Republic,U.S. Government - Other,1973,676788618
Uganda,U.S. Government - Department of Health and Human Services,2015,157262685
Korea Republic,U.S. Government - Other,1953,1144385027
World,U.S. Government - Peace Corps,2004,195273865
World,U.S. Government - Peace Corps,2004,195273865
Egypt,Government of Egypt,2001,206806759
Turkey,U.S. Government - Other,1951,1210679612
Iraq,Mohsn Mohammed Hadi Company,2005,189319071
Jordan,U.S. Government - U.S. Agency for International Development,2000,211397059
Iraq,"Fluoramec, LLC",2005,189081215
Sudan (former),U.S. Government - Other,1985,302324828
Colombia,U.S. Government - Department of State,2003,199225531
Colombia,U.S. Government - Department of State,2003,199225531
World,U.S. Government - Department of Agriculture,2006,182908986
World,U.S. Government - U.S. Agency for International Development,1999,215266272
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2004,194464006
World,Human Rights Information and Documentation Systems,2011,167582603
World,Human Rights Information and Documentation Systems,2011,167582603
World,"Global Fund to Fight AIDS, Tuberculosis and Malaria",2004,194464006
West Bank/Gaza,U.S. Government - Department of State,2012,164345854
Tanzania,U.S. Government - Department of Health and Human Services,2014,158147303
Russia,U.S. Government - Department of Energy,2017,151822015
Russia,U.S. Government - Department of Energy,2017,151822015
Europe and Eurasia Region,U.S. Government - Department of Defense,2010,169718541
West Bank/Gaza,Government of West Bank/Gaza,2013,160294595
West Bank/Gaza,Government of West Bank/Gaza,2013,160294595
Nigeria,U.S. Government - Department of Health and Human Services,2013,160263382
Korea Republic,U.S. Government - Department of Defense,1973,666368564
Asia Region,U.S. Government - Other,1952,1146345257
Bosnia and Herzegovina,U.S. Government - Other,1996,221390270
Iraq,U.S. Government - Department of State,2006,180217469
World,Global Alliance for Vaccines and Immunization,2009,169861256
World,U.S. Government - Other,1982,332252884
World,Global Environment Facility,2003,196089935
World,Global Environment Facility,2003,196089935
Liberia,U.S. Government - Millennium Challenge Corporation,2016,152693988
Greece,U.S. Government - Other,1952,1140668740
Yemen,Multilateral - United Nations Organization Redacted,2017,149499852
Yemen,Multilateral - United Nations Organization Redacted,2017,149499852
Korea Republic,U.S. Government - Other,1973,660794941
Sudan (former),U.S. Government - Other,1984,306091232
Costa Rica,U.S. Government - Other,1987,283070515
Cambodia,U.S. Government - Department of Defense,1973,659972900
World,U.S. Government - Peace Corps,2009,168898139
Korea Republic,U.S. Government - Other,1971,720493827
Afghanistan,U.S. Government - Department of Defense,2003,194284951
Afghanistan,U.S. Government - Department of Defense,2003,194284951
Afghanistan,U.S. Government - Department of Defense,2006,178006609
Afghanistan,U.S. Government - Department of Defense,2006,178006609
Greece,U.S. Government - Department of Defense,1980,385596598
Yemen,World Food Program,2018,145050005
Yemen,World Food Program,2018,145050005
World,U.S. Government - U.S. Agency for International Development,1999,209086448
Turkey,U.S. Government - Other,1958,990150479
Kazakhstan,U.S. Government - Department of Agriculture,2010,165598572
India,U.S. Government - Other,1963,925593329
World,U.S. Government - Other,1956,1051862673
World,Global Environment Facility,2014,152730557
World,Global Environment Facility,2014,152730557
India,U.S. Government - Other,1964,908803040
Sub-Saharan Africa Region,United Nations Office of the United Nations High Commissioner for Refugees,2012,158176098
Sudan (former),U.S. Government - Department of State,2005,181351557
Sudan (former),U.S. Government - Department of State,2005,181351557
Vietnam (former South),U.S. Government - Other,1963,919178961
Afghanistan,Enterprise - Non United States Other,2019,140420719
Guatemala,U.S. Government - Other,1987,277535839
Korea Republic,U.S. Government - Other,1962,929656067
South Africa,U.S. Government - Department of Health and Human Services,2016,148989205
Iraq,United Nations Development Programme,2018,143000000
World,Global Agriculture and Food Security Program,2013,154625246
World,Global Agriculture and Food Security Program,2013,154625246
Iraq,Enterprise - United States Other,2003,190496304
World,U.S. Government - Department of Defense,2013,154352865
World,U.S. Government - Department of Defense,2013,154352865
Costa Rica,U.S. Government - Other,1987,275989926
World,U.S. Government - Other,1982,322155621
World,U.S. Government - Department of Health and Human Services,2015,149378415
World,U.S. Government - Department of State,2017,144756217
Burkina Faso,U.S. Government - Millennium Challenge Corporation,2009,163747018
Taiwan,U.S. Government - Other,1947,1345385347
World,U.S. Government - Peace Corps,2007,168778627
Russia,U.S. Government - Department of Defense,2003,188110108
Russia,U.S. Government - Department of Defense,2003,188021318
Colombia,U.S. Government - Department of Defense,2006,172313918
Colombia,U.S. Government - Department of Defense,2006,172313918
Afghanistan,U.S. Government - Department of Defense,2013,152159645
Afghanistan,U.S. Government - Department of Defense,2013,152159645
Iraq,RTI International,2004,183161671
Philippines,U.S. Government - Department of Defense,1990,244250174
Zambia,U.S. Government - Department of Health and Human Services,2016,145718768
Chile,U.S. Government - Other,1962,908500973
El Salvador,U.S. Government - Other,1983,303424361
Greece,U.S. Government - Department of Defense,1978,437090228
Greece,U.S. Government - Department of Defense,1979,404507368
Iraq,Management Systems International,2007,167124269
Philippines,U.S. Government - Other,1985,283515593
World,International Committee of the Red Cross,2019,137018524
Iraq,"Fluoramec, LLC",2005,176868272
World,U.S. Government - Other,1985,282952612
World,U.S. Government - Other,1981,337798210
World,Global Environment Facility,2018,139575000
World,Global Environment Facility,2018,139575000
World,Global Environment Facility,2019,136798001
World,Global Environment Facility,2019,136798001
Bosnia and Herzegovina,U.S. Government - Other,1997,206514725
India,U.S. Government - Other,1961,913499345
World,U.S. Government - Department of State,2006,170861309
World,U.S. Government - Peace Corps,2001,191804366
World,U.S. Government - Peace Corps,2001,191804366
World,U.S. Government - Peace Corps,2003,185341434
Central and Eastern Europe Region,U.S. Government - U.S. Agency for International Development,1999,200318805
Turkey,U.S. Government - Other,1984,289809584
World,U.S. Government - Peace Corps,2003,184868474
World,Global Environment Facility,2004,180514455
World,Global Environment Facility,2004,180514455
Somalia,U.S. Government - Department of State,2018,138406000
Somalia,U.S. Government - Department of State,2018,138406000
World,U.S. Government - Other,1955,1036704120
Costa Rica,U.S. Government - Other,1983,299523190
World,U.S. Government - Other,1947,1314938154
Lebanon,United Nations Office of the United Nations High Commissioner for Refugees,2018,138100000
Kenya,"Chemonics International, Inc.",2011,155147224
Uganda,U.S. Government - Department of Health and Human Services,2014,146623539
Jordan,Government of Jordan,2004,179968701
